sr_no,date_dd_mm_yyyy,startup_name,industry_vertical,sub_vertical,city_location,investors_name,investment_type,amount_in_usd,remarks,year,funding_tier
2716,18/06/2015,Fracktal Works,3D Printer Manufacturer,Unknown,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000,Series A,2018,Growth Capital
2717,18/06/2015,Hansa Customer Equity,It / Customer Engagement Consulting,Unknown,Mumbai,Ask Pravi,Private Equity,5000000,Series A,2018,Growth Capital
2718,18/06/2015,Healthifyme,Health & Fitness App,Unknown,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,0,Series A,2018,Undisclosed
2719,18/06/2015,Cakart.In,Online Education Marketplace,Unknown,Bangalore,Sunil Maheshwari & Group Of Investors,Seed Funding,0,No Remarks,2018,Undisclosed
2720,19/06/2015,Housejoy,Home Services Marketplace,Unknown,Bangalore,Matrix Partners,Private Equity,4000000,Series A,2018,Growth Capital
2721,19/06/2015,Fundsindia.Com,Financial Services Platform,Unknown,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000,Series C,2018,Growth Capital
2722,20/06/2015,Cupick,Social Network For Artists,Unknown,Bangalore,Group Of Angel Investors From Us/India,Seed Funding,120000,No Remarks,2018,Seed & Early Stage
2723,20/06/2015,Tracxn,Startup Funding Platform,Unknown,Bangalore,"Sachin Bansal, Bunny Bansal & Other Investors",Private Equity,10000000,Series A,2018,Growth Capital
2724,21/06/2015,Holachef,Food Delivery Platform,Unknown,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000,Series A,2018,Growth Capital
2725,22/06/2015,Elong,Data Driven Recruitment Recommendation,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000,Series A,2018,Growth Capital
2726,22/06/2015,Ixigo,Travel Search Engine,Unknown,Gurgaon,Micromax Informatics,Private Equity,0,Strategic Investment,2018,Undisclosed
2727,22/06/2015,Skillangels,Brain Games Platform,Unknown,Chennai,Sprout Angels Llp,Seed Funding,0,No Remarks,2018,Undisclosed
2728,22/06/2015,Vidgyor,Video Advertisement Platform,Unknown,Bangalore,Angelprime,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2729,22/06/2015,Banihal,Algorithmic Match Making Platform,Unknown,New Delhi / California,Dr David Cheriton,Seed Funding,0,No Remarks,2018,Undisclosed
2730,23/06/2015,Goodservice,Mobile Chat Based Concierge Service,Unknown,New Delhi,Sequoia Capital,Private Equity,1600000,Series A,2018,Seed & Early Stage
2731,23/06/2015,Treebo,Online Budget Hotel Booking Service,Unknown,Bangalore,"Matrix Partners India, Saif Partners",Private Equity,6000000,Series A,2018,Growth Capital
2732,23/06/2015,Edukart,Online Education Marketplace,Unknown,New Delhi,"Holostik Group, Youwecan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000,Series A,2018,Seed & Early Stage
2733,23/06/2015,Healthians.Com,Preventive Healthcare Services,Unknown,Hyderabad,Youwecan Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
2734,24/06/2015,Labinapp,Science Learning App,Unknown,Bangalore,Unitus Seed Fund,Seed Funding,0,No Remarks,2018,Undisclosed
2735,24/06/2015,Syona Cosmetics,Beauty And Wellness Platform,Unknown,Chennai,Chennai Angels,Seed Funding,0,No Remarks,2018,Undisclosed
2736,24/06/2015,Sigrid Education,Online Education Platform,Unknown,Noida,Oliphans Capital,Seed Funding,0,No Remarks,2018,Undisclosed
2737,24/06/2015,Indix,Saas Product Intelligence Platform,Unknown,Unknown,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000,Series C,2018,Growth Capital
2738,24/06/2015,The Porter,Logistics Tech,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000,Series A,2018,Growth Capital
2739,24/06/2015,Retention.Ai,App Analytics Platform,Unknown,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & Others",Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2740,25/06/2015,Fusion Microfinance,Micro Finance Platform,Unknown,New Delhi,"Development Finance Institution Belgian Investment Company, Oikocredit",Private Equity,8600000,Series C,2018,Growth Capital
2741,25/06/2015,Zinka,Freight Logistics Platform,Unknown,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000,Series A,2018,Growth Capital
2742,26/06/2015,Creditmantri,Credit Management Services,Unknown,Chennai,"Idg Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000,Series A,2018,Growth Capital
2743,26/06/2015,Getmypeon,Hyperlocal Handyman Services,Unknown,Mumbai,Undisclosed Investors,Seed Funding,250000,No Remarks,2018,Seed & Early Stage
2744,29/06/2015,Urbanclap,Hyperlocal Services Marketplace,Unknown,New Delhi,"Saif Partners,\\Xc2\\Xa0 Accel Partners",Private Equity,10000000,Series A,2018,Growth Capital
2745,29/06/2015,Stayglad,Beauty Services Mobile Marketplace,Unknown,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,0,No Remarks,2018,Undisclosed
2746,29/06/2015,Adwyze,Marketing / Advertising Automation Platform,Unknown,Bangalore,Mape Advisory,Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2747,29/06/2015,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000,No Remarks,2018,Seed & Early Stage
2748,30/06/2015,Buttercups,Online Lingerie Platform,Unknown,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,0,No Remarks,2018,Undisclosed
2749,30/06/2015,Railyatri,Railways Information Mobile App,Unknown,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures And Ujama",Private Equity,0,Pre-Series A,2018,Undisclosed
2750,30/06/2015,Aagaar.Com,Hyperlocal Grocery Delivery,Unknown,Gurgaon,Group Of Investors,Seed Funding,0,No Remarks,2018,Undisclosed
2751,30/06/2015,Flatchat,Flat Rental Mobile App,Unknown,Bangalore,Commonfloor,Private Equity,2500000,Strategic Funding,2018,Growth Capital
2752,30/06/2015,Mycfo,Wealth Management Platform,Unknown,Mumbai,Sameer Koticha,Private Equity,1500000,Series A,2018,Seed & Early Stage
2753,01/05/2015,Foodpanda,Online Food Delivery,Unknown,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000,Series D,2018,Late Stage Mega Round
2754,01/05/2015,Termsheet,Fund Raising Platform,Unknown,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000,No Remarks,2018,Seed & Early Stage
2755,04/05/2015,Applicate,Workforce Management Software,Unknown,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000,No Remarks,2018,Seed & Early Stage
2756,04/05/2015,World Art Community,Online Art Marketplace,Unknown,Gurgaon,Viraj Tyagi & Others,Seed Funding,200000,No Remarks,2018,Seed & Early Stage
2757,04/05/2015,Spoonjoy,Online Food Delivery,Unknown,Bangalore,Saif Partners,Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2758,05/05/2015,Seed Schools,Affordable Education,Unknown,Hyderabad,Acumen Fund,Seed Funding,650000,No Remarks,2018,Seed & Early Stage
2759,05/05/2015,Ignis Careers,Career Development,Unknown,Hyderabad,Acumen Fund,Seed Funding,250000,No Remarks,2018,Seed & Early Stage
2760,05/05/2015,Square Yards,Real Estate Advisory,Unknown,Gurgaon,Undisclosed Investors,Private Equity,6000000,pre-Series A,2018,Growth Capital
2761,05/05/2015,Fintellix,Banking Analytics Platform,Unknown,Bangalore,"Idg Ventures, Sequoia Capital",Private Equity,15000000,Series C,2018,Growth Capital
2762,05/05/2015,Customer360,Customer Engagement Platform,Unknown,Mumbai,Vishwas Patel,Seed Funding,0,No Remarks,2018,Undisclosed
2763,06/05/2015,Delhivery,Ecommerce Logistics,Unknown,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000,Series D,2018,Late Stage Mega Round
2764,06/05/2015,Swiggy,Online Food Delivery,Unknown,Bangalore,Norwest Venture Partners,Private Equity,15000000,Series B,2018,Growth Capital
2765,07/05/2015,Uniphore,Speech Recognition Solutions,Unknown,Chennai,"Idg Ventures, Kris Gopalakrishnan",Private Equity,0,Series A,2018,Undisclosed
2766,07/05/2015,Box8,Online Food Delivery,Unknown,Mumbai,Mayfield Ventures,Private Equity,3500000,Series A,2018,Growth Capital
2767,07/05/2015,Toppr,Online Education Platform,Unknown,Mumbai,"Fidelity Growth Partners India, Saif Partners,\\Xc2\\Xa0 Helion Ventures",Private Equity,10000000,Series B,2018,Growth Capital
2768,07/05/2015,Vedantu,Online Education Platform,Unknown,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000,Series A,2018,Growth Capital
2769,08/05/2015,Buyhatke,Online Product Comparison,Unknown,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2770,08/05/2015,Kleverkid,Online Education Platform,Unknown,New Delhi,Aarin Capital Partners,Seed Funding,0,No Remarks,2018,Undisclosed
2771,08/05/2015,Uniken,Online Security Platform,Unknown,Pune,Exfinity Ventures,Private Equity,2000000,Bridge Round Pre-Series B,2018,Growth Capital
2772,08/05/2015,Grandopinion,Online Medical Diagnostic,Unknown,New Delhi,Florida Based Angel Investor,Seed Funding,150000,No Remarks,2018,Seed & Early Stage
2773,08/05/2015,Healthifyme,Health & Fitness App,Unknown,Bangalore,Micromax Informatics,Private Equity,0,Strategic Investment,2018,Undisclosed
2774,12/05/2015,Zapstitch,Cloud Data Integration Platform,Unknown,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000,Pre-Series A,2018,Growth Capital
2775,12/05/2015,Wassup,Mobile Laundry Cleaning Service,Unknown,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000,Pre-Series A,2018,Growth Capital
2776,12/05.2015,Mobiefit,Mobile Fitness App,Unknown,Goa,Prototyze,Seed Funding,0,No Remarks,2018,Undisclosed
2777,12/05.2015,Plancess,Online Education Platform,Unknown,Mumbai,"Rajendra Gogri,\\Xc2\\Xa0 Chandrakant Gogri",Seed Funding,2000000,No Remarks,2018,Growth Capital
2778,12/05/2015,Workhorse,Service-On-Demand Mobile App,Unknown,Mumbai,Undisclosed Investors,Seed Funding,0,No Remarks,2018,Undisclosed
2779,13/05/2015,Innovaccer,Intelligent Data Analytics,Unknown,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,0,No Remarks,2018,Undisclosed
2780,13/05/2015,Mycuteoffice,Online Office Rental,Unknown,Mumbai,Lead Angels,Seed Funding,0,No Remarks,2018,Undisclosed
2781,14/05/2015,Indianroots.Com,Lifestyle Ecommerce Portal,Unknown,Gurgaon,Kjs Group,Private Equity,5000000,Series B,2018,Growth Capital
2782,14/05/2015,Redpolka,Online Fashion Aggregator,Unknown,Mumbai,Undisclosed Investors,Seed Funding,250000,No Remarks,2018,Seed & Early Stage
2783,15/05/2015,Venturesity,Online Job Skills Showcase,Unknown,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000,No Remarks,2018,Seed & Early Stage
2784,18/05/2015,Thebetterindia.Com,Online News Media,Unknown,Bangalore,Mohandas Pai,Seed Funding,0,Pre-Series Bridge,2018,Undisclosed
2785,18/05/2015,Awaaz De,Enterprise Communication Platform,Unknown,Ahmedabad,Samir Shah,Seed Funding,0,No Remarks,2018,Undisclosed
2786,19/05/2015,Chaayos,Offline Tea Chain,Unknown,New Delhi,Tiger Global Management,Private Equity,1000000,Series A,2018,Seed & Early Stage
2787,19/05/2015,Akosha,Business Messaging App,Unknown,New Delhi,Sequoia Capital,Private Equity,16000000,Series B,2018,Growth Capital
2788,19/05/2015,Cooey,Health Mobile App,Unknown,Bangalore,Subhash Goyal,Seed Funding,470000,No Remarks,2018,Seed & Early Stage
2789,19/05/2015,Meetuniv,Online Ed-Tech Platform,Unknown,Noida,Peesh Venture Capital,Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2790,19/05/2015,Inspirock,Online Travel Planning,Unknown,Unknown,Makemytrip Innovation Fund,Private Equity,0,No Remarks,2018,Undisclosed
2791,19/05/2015,Crown-It,Hyperlocal Mobile Marketplace,Unknown,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,5500000,Series A,2018,Growth Capital
2792,19/05/2015,Trucksfirst,Trucking Logistic Operations,Unknown,Gurgaon,Saif Partners,Private Equity,10000000,Series A,2018,Growth Capital
2793,20/05/2015,Lookup,B2C Messaging App,Unknown,Bangalore,Biz Stone,Private Equity,3000000,Series A,2018,Growth Capital
2794,21/05/2015,Sunterrace,Rooftop Solar Plants,Unknown,New Delhi,Sunergy Investors,Private Equity,0,No Remarks,2018,Undisclosed
2795,22/05/2015,\\Xc2\\Xa0Nudgespot,Customer Engagement Platform,Unknown,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, Va Sastry",Seed Funding,625000,No Remarks,2018,Seed & Early Stage
2796,22/05/2015,Cardekho,Online Car Portal,Unknown,Jaipur,Hdfc Bank,Private Equity,0,1% stake,2018,Undisclosed
2797,22/05/2015,Eveningflavors,Online Table Reservation,Unknown,Bangalore,Sandiep Shrivatsava,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2798,25/05/2015,Razorpay,Online Payment Gateway,Unknown,Bangalore,Punit Soni,Seed Funding,0,No Remarks,2018,Undisclosed
2799,25/05/2015,Zenparent,Parents Focused Web Content,Unknown,Bangalore,I2India Ventures,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2800,25/05/2015,Newgen Payments,Payments Solution Provider,Unknown,New Delhi,Jan Manten,Seed Funding,0,No Remarks,2018,Undisclosed
2801,26/05/2015,Urbanpro,On-Demand Service Marketplace,Unknown,Bangalore,Nirvana Venture Advisors,Private Equity,2000000,Series A,2018,Growth Capital
2802,26/05/2015,Goodbox,On-Demand Business Messaging,Unknown,Bangalore,Manipal Group,Seed Funding,200000,No Remarks,2018,Seed & Early Stage
2803,26/05/2015,Renderlogy,Online Home D\\Xc3\\Xa9Cor,Unknown,Hyderabad,Astarc Ventures,Private Equity,1000000,Series A,2018,Seed & Early Stage
2804,27/05/2015,Postman,Api Workflow Platform,Unknown,Bangalore,Nexus Venture Partners,Seed Funding,1000000,Series A,2018,Seed & Early Stage
2805,27/05/2015,Casa2Inns,Affordable Hotel Booking Online,Unknown,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,5000000,Series A,2018,Growth Capital
2806,27/05/2015,Fleetrover,Logistics Intelligence,Unknown,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,180000,No Remarks,2018,Seed & Early Stage
2807,28/05/2015,Thekarrier,Last Mile Logistics,Unknown,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000,No Remarks,2018,Seed & Early Stage
2808,28/05/2015,Zoomcar,Self-Driven Car Rental,Unknown,Bangalore,Sequoia Capital,Private Equity,5000000,Series B Interim Funding,2018,Growth Capital
2809,28/05/2015,Truweight,Weight Management Service,Unknown,Hyderabad,Kalaari Capital,Private Equity,0,Series A,2018,Undisclosed
2810,30/05/2015,Ather Energy,Electric Scooter Manufacturer,Unknown,Bangalore,Tiger Global,Private Equity,12000000,Series A,2018,Growth Capital
2811,03/04/2015,Swiggy,Online Food Delivery,Unknown,Bangalore,"Accel Partners, Saif Partners",Private Equity,2000000,Series A,2018,Growth Capital
2812,04/04/2015,Bluegape,Web Content Publishing,Unknown,Gurgaon,"Rudy Gopalakrishnan, Ah! Ventures",Seed Funding,200000,No Remarks,2018,Seed & Early Stage
2813,04/04/2015,Keeptrax,Location Based App,Unknown,Dallas / Hyderabad,Unknown,Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2814,06/04/2015,Instalively,Video Streaming,Unknown,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, Aecal, Meraevents.",Seed Funding,120000,No Remarks,2018,Seed & Early Stage
2815,07/04/2015,Pricejugaad,Price Comparison,Unknown,Hyderabad,"Amit Tyagi, Sandeep Acharya & Others",Seed Funding,165000,No Remarks,2018,Seed & Early Stage
2816,07/04/2015,Quikr,Online Classifieds,Unknown,Mumbai,"Tiger Global, Investment Ab Kinnevik, Steadview Capital",Private Equity,150000000,Series G (Check prev funding details here),2018,Late Stage Mega Round
2817,07/04/2015,Pressplay,Travel Entertainment,Unknown,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, And Amit Bhatiani",Seed Funding,2200000,No Remarks,2018,Growth Capital
2818,07/04/2015,Loginext,Logistics Tech,Unknown,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,0,No Remarks,2018,Undisclosed
2819,08/04/2015,Firstcry.Com,Ecommerce,Unknown,Pune,"Silicon Valley Ventures, Nea Ventures, Valiant Capital, Idg Ventures India,\\Xc2\\Xa0 Saif Partners, Vertex Ventures",Private Equity,10000000,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)",2018,Growth Capital
2820,08/04/2015,Mobikwik,Digital / Mobile Wallet,Unknown,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000,Series B,2018,Growth Capital
2821,08/04/2015,Olacabs,Cab Aggregator,Unknown,Bangalore,"Dst Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000,Series E (Updated from 315M to 400M after Press Release),2018,Late Stage Mega Round
2822,09/04/2015,Gadgetwood,Device Repair Svcs,Unknown,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\Nnitin Singhal & Others",Seed Funding,200000,No Remarks,2018,Seed & Early Stage
2823,09/04/2015,Bonhomia,Premium Beverages,Unknown,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000,No Remarks,2018,Growth Capital
2824,09/04/2015,Changer Mints,Digital / Mobile Wallet,Unknown,Kolkata,Hyderabad Based Investor,Seed Funding,165000,No Remarks,2018,Seed & Early Stage
2825,09/04/2015,Urban Ladder,Online Furnishing\\Necommerce,Unknown,Bangalore,"Sequoia Capital, Tr Capital, Steadview Capital, Saif Partners, Kalaari Capital",Private Equity,50000000,Series C,2018,Late Stage Mega Round
2826,09/04/2015,Purple Squirrel,Ed-Tech,Unknown,Mumbai,"Matrix Partners India, India Quotient",Private Equity,0,Series B,2018,Undisclosed
2827,10/04/2015,Whatfix,Interactive\\Xc2\\Xa0 How-To Guides,Unknown,Bangalore,"Helion Venture Partner, Powerhouse Ventures, Gsf And Other Angel Investors",Seed Funding,900000,No Remarks,2018,Seed & Early Stage
2828,10/04/2015,Immi Life,Mobile Health Tech,Unknown,Chennai,Unitus Seed Fund,Seed Funding,0,No Remarks,2018,Undisclosed
2829,11/04/2015,Zomato,Restaurant Reviews,Unknown,Gurgaon,Info Edge (India),Private Equity,25000000,Late Stage,2018,Growth Capital
2830,13/04/2015,Zopnow,Online Grocer,Unknown,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000,Series B,2018,Growth Capital
2831,13/04/2015,Nayi Disha,Ed-Tech,Unknown,New Delhi,"Ajay Relan,",Seed Funding,300000,No Remarks,2018,Seed & Early Stage
2832,13/04.2015,The Porter,Logistics Tech,Unknown,Mumbai,Kae Capital,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2833,13/04/2015,Commeasure,Online Hotel Booking,Unknown,Noida,Jungle Ventures,Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2834,13/04/2015,Capricoast,Online Kitchen Furniture,Unknown,Bangalore,Accel Partners India,Seed Funding,1250000,No Remarks,2018,Seed & Early Stage
2835,14/04/2015,Localoye,Hyper-Local Online Services,Unknown,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000,Series A,2018,Growth Capital
2836,15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,35000000,Series B,2018,Growth Capital
2837,15/04/2015,Peppertap,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Saif Partners, Sequoia Capital",Private Equity,10000000,Series A,2018,Growth Capital
2838,15/04/2015,Policybazaar,Online Policy Aggregator,Unknown,Gurgaon,"Premjiinvest, Tiger Global, Ribbit Capital",Private Equity,40000000,Series D,2018,Growth Capital
2839,16/04/2015,Urbanclap,Hyperlocal Mobile Services Marketplace,Unknown,New Delhi,"Saif Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000,No Remarks,2018,Seed & Early Stage
2840,16/04/2015,Taskbob,Ondemand\\Nmobile Handyman Services,Unknown,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,1200000,No Remarks,2018,Seed & Early Stage
2841,17/04/2015,Robosoft,Mobile App Development,Unknown,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,12000000,Series B,2018,Growth Capital
2842,18/04/2015,Doormint,On-Demand Handyman Services,Unknown,Mumbai,Powai Lake Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
2843,20/04/2015,Vyomo,Beauty & Wellness Mobile App,Unknown,Gurgaon,Youwecan Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
